node_id,stop_no,stop_name,elev_m,slope_pct,slope_pct_raw
101000017,02109,한국경제신문사.서소문역사공원,38.807926,17.285833,13.714581
101000018,02110,경찰청.동북아역사재단,35.90277,8.738014,6.9327407
101000020,02113,농협은행.유관순활동터,35.264904,10.014094,7.9451823
101000021,02116,염천교,41.85595,17.33804,13.7560005
101000022,02117,숭례문,33.029427,7.3337054,5.818562
101000023,02118,숭례문.한국일보,40.053577,17.624897,13.983593
101000025,02120,후암삼거리,48.503235,7.8442173,6.223602
101000026,02121,숭례문,42.51736,16.94804,13.446574
101000027,02122,숭례문,42.04394,19.9643,15.839676
101000028,02123,숭례문.서울역4번출구,32.372192,7.9691243,6.3227034
101000029,02124,숭례문.남대문시장8번출입구,43.574738,11.2458315,8.922442
101000030,02125,숭례문남산방향,52.46883,11.552003,9.165359
101000031,02126,남대문시장.신세계앞,33.08962,10.89378,8.643125
101000032,02127,북창동.남대문시장,39.600178,1.0239367,0.8123914
101000033,02128,소공동주민센터,31.49253,13.706692,10.874888
101000034,02131,삼성본관앞,36.626026,2.9646077,2.3521197
101000035,02132,시청역8번출구,36.341904,15.732037,12.481797
101000036,02133,시청역9번출구.시청서소문2청사,40.262066,12.069844,9.576214
101000037,02134,시청역11번출구,40.20124,15.555436,12.341683
101000038,02135,시청.서소문청사,41.489197,5.961125,4.7295566
101000039,02137,서울신문사,39.022198,20.330484,16.130205
101000040,02139,우리은행종로지점,32.114796,2.6759682,2.1231132
101000041,02140,롯데백화점,33.959126,9.386157,7.446977
101000042,02141,해운센터.롯데영플라자,37.770016,14.867607,11.795959
101000043,02142,명동.롯데영플라자,43.285103,11.5074415,9.130004
101000045,02144,신세계백화점,46.56683,0.14333797,0.11372434
